
ClusterName	GeneSetName	GeneSet#	ModGene#	Hit#	GeneSet	FoldEnrichment	Pval	BH
Cluster_5	TF_TG_PROXIMAL_FILTERED_EP300	458	2825	104	PKNOX1,AIF1L,VANGL2,DUSP6,PAFAH1B3,CENPE,PLOD2,SDF2L1,ETFB,CDC45,HNRNPA1,HNRNPA0,EIF3B,CRKL,TRIM25,TRIB3,PCK2,MRPS11,AHCY,MYO9B,C4ORF19,PLD1,NUP160,CNN2,RND3,TTC28,ETV4,CUEDC1,SLC3A2,RALY,TES,TEAD1,RARB,DHRS1,ANKRD13A,EMILIN1,CTDSP1,MCM4,HDAC2,CEBPB,HAUS8,TINF2,RPS29,TOP3B,PMF1,AKT1S1,HES1,CP,SS18,TMEM37,STAT1,STAT3,ZNF217,NFE2L2,CDCA7L,PPP1R15B,TM4SF1,TSPAN4,A2M,TF,KIF2C,MIDN,NPR1,AFF1,UTP18,IRF9,MAT2A,SERPINE1,RPL35,RPL22,S100A10,PRSS23,FAM102B,TRIM7,ANXA1,ANXA2,RPL19,IRS1,BZW2,GPT2,DNMT1,CD164,CNOT6,PTP4A2,TRAF4,PRR5L,TXNRD1,C8ORF4,CLIC1,PRMT5,CTNNA1,MPZL1,GDF15,HSPA5,NFKBIA,TGFBI,B4GALT1,HIST1H1E,POLG,TGFBR2,HSPD1,SASH1,ZNF184,HSPE1	1.3499864744754029	9.643769342176859E-4	0.0039608338369655
Cluster_5	TF_TG_PROXIMAL_FILTERED_E2F6	263	2825	65	SLBP,ZNF22,FAM111A,SLC7A5,ODC1,GOLIM4,SDF2L1,AP4M1,TNFRSF1B,TRIM59,CDC45,CDC16,CALU,GBA,SYCE2,GNB4,HNRNPF,WDR36,PLLP,RRP1B,TPM3,EBNA1BP2,FANCA,RFC1,MCM4,HDAC2,RPS13,TINF2,DNA2,TMED1,RAB8A,FANCD2,CASP2,NCAPG,NETO2,EZH2,SLC16A1,TXLNA,FOXN2,N4BP2,XRCC2,RPA2,PHF19,BCL7C,NUP62,KDELC2,DDX31,RAN,RPL31,ASF1B,ZCWPW1,TM9SF1,AK2,PTP4A2,TRAF4,SFT2D2,RBBP4,ANP32B,RAD51C,RANBP1,PDIA4,HSPA9,PDE3B,GUSB,FMNL3	1.4693293852417646	0.0011180214417235686	0.00443353330338656
Cluster_5	TF_TG_PROXIMAL_FILTERED_POU2F2	99	2825	29	ATF4,EIF3G,PPAN,ACTB,PTMA,AHCY,BTG1,PLEKHG2,CSK,SLC35B2,HLA-B,HIST1H2BB,STAT1,STAT3,PTPN6,EIF4A1,CD74,CD68,ZCWPW1,ZFP36,MPDU1,RPL7A,B2M,PFN1,ZFP36L1,HIST1H1D,HIST1H1E,HIST1H1B,HIST1H1C	1.7415035308840618	0.0017724968198205332	0.00679457114264538
Cluster_5	TF_TG_PROXIMAL_FILTERED_SMARCB1	121	2825	34	SDF2L1,CDC45,HNRNPA1,ACTB,CRKL,HNRNPA2B1,POLG2,SLC3A2,THOC6,SLC35B2,CBX3,DDAH2,S100A6,PPP1R14B,PTPN6,RCC1,TNFRSF12A,MIDN,PHF19,LAMA5,MAT2A,GOLPH3,RPL37,IER3,ANXA2,ZFP36,RPSA,TRAF7,CLIC1,RANBP1,ALDH3B1,HSPA5,HIST1H1E,HIST1H1C	1.6705331675564983	0.0020340251751495113	0.00747589289496634
Cluster_5	TF_TG_PROXIMAL_FILTERED_JUND	359	2825	83	ATF4,LARP7,AIF1L,MTMR11,NEK2,SHC4,CD274,BRIX1,SDF2L1,HPS5,TSPAN31,HNRNPA0,ACTB,TRIB1,PCK2,CTTNBP2NL,PTMA,GBA,PLD1,ETV4,SLC3A2,TEAD1,DHRS1,TMEM39A,THOC6,HAUS5,CTDSP1,CEBPB,TINF2,FUT10,SCFD1,RPS29,LIMA1,PMF1,DDAH2,RBPJ,LIPH,PSME1,ZBTB7B,C20ORF24,TMEM37,STAT1,STAT3,ZNF219,ZNF217,PPP1R15A,PPP1R15B,PRC1,P4HB,EIF4A1,RCC1,TM4SF1,SNX5,TNFRSF12A,ESYT1,CD68,TOR1AIP2,MAT2A,IER3,RPL24,S100A10,ADM,ANXA1,ANXA2,TM9SF1,PTP4A2,PTGES,CLIC1,PRMT5,UMPS,CTNNA1,GDF15,ZFP36L2,HSPA5,NFKBIA,HIST1H1D,HIST1H1E,HIST1H1B,HIST1H1C,TGFBR2,GMPR2,ZNF184,ABCE1	1.3745014420588164	0.0020824591936593083	0.00747589289496634
Cluster_5	TF_TG_PROXIMAL_FILTERED_NFYA	266	2825	64	FNBP4,CDCA3,EIF2AK3,CHAF1A,CENPA,CENPK,SHC1,G3BP1,SDF2L1,SP1,CDC45,HNRNPA1,FBXO5,CCDC94,ZBTB5,CALU,CALR,PRPF40A,CANX,ORMDL2,YIF1A,RRM2,FAM126A,SLC39A1,PGD,FANCF,CEP152,ARRDC4,TOP2A,PMF1,FAM83D,YBX1,H2AFX,DNM2,UNG,GATAD2A,ZNF691,ZBTB20,ERAP1,P4HB,EIF4A1,KIF24,SPC25,STT3A,HMGB2,CREB3L2,SARNP,PRR11,SKA2,ZNF143,TCF19,LMAN2,RFWD3,AK2,DUSP10,TRAF2,ASPM,WASF2,ANP32E,CCHCR1,PRMT1,ARHGAP19,HSPA5,CKS1B	1.4304078781023355	0.0021788359658546355	0.00747589289496634
Cluster_5	TF_TG_PROXIMAL_FILTERED_CTBP2	176	2825	15	POU3F2,POU3F3,OLIG2,CDKN2C,CDKN2A,WNT5A,PMF1,MEGF11,RFX4,FLI1,EMX2,PRRX1,FOXJ1,NKX2-2,RGS20	0.5066874497184232	1	1
Cluster_5	TF_TG_PROXIMAL_FILTERED_SIX5	309	2825	33	C19ORF53,CDCA3,CDCA8,AIF1L,CNPY2,ZNF420,NOP14,SDF2L1,CDC45,BUB1B,TMEM208,SLC4A2,NTHL1,WDR46,PHB,CNIH4,SEC11C,PANK3,RPL18A,IFRD2,TOP3B,APBA3,PMF1,CALR3,LARS,PEMT,TOR1AIP2,FAM96A,RPIA,TRAF7,PRPF31,DPM3,GMPR2	0.6349170890970014	1	1
Cluster_5	TF_TG_PROXIMAL_FILTERED_GTF2B	229	2825	56	ATF3,ATF4,SLC7A2,SDF2L1,HPS1,RABGGTB,HNRNPA1,PPAN,CRKL,BST2,HNRNPA2B1,NUP160,CAND2,BTG1,P4HA1,PDCL,PLEKHG2,RPS18,RPS27,RPS29,RPS23,TOP3B,APBA3,CBX3,H2AFX,RPS3A,ALDH16A1,RPLP1,RPLP0,PSMB2,SBNO2,KIF2C,NPM1,RBM17,MAT2A,GLB1,RPL7,RPL36,RPL37,PIH1D1,PRDX1,TRIM7,RPL15,ZFP36,RPS6,EIF4G2,UNC93B1,PRMT5,MPZL1,RANBP1,ALDH3B1,HIST1H1D,HIST1H1E,POLG,HIST1H1C,ZNF184	1.4538315878965877	0.0031687875622023443	0.0101225158237019
Cluster_5	TF_TG_PROXIMAL_FILTERED_JUN	208	2825	51	DDIT3,ATF3,JUN,LIMS1,BRIX1,SDF2L1,CRKL,TRIB1,CTTNBP2NL,PLD1,TNFAIP3,DAB2,TNPO1,LEPROT,RPS29,TLR4,ITPRIP,GAS2L3,PMF1,RHBDF1,DDAH1,DDAH2,PFDN1,C20ORF24,EMP1,EMP3,ZNF217,SLC25A45,PPP1R15A,PPP1R15B,CCL2,TM4SF1,SNX5,PHF19,VIM,SERPINE1,IER3,RPL24,S100A10,ANXA1,ANXA2,ADAM9,ERG,ITPRIPL2,KLF6,CD109,CLIC1,RANBP1,HSPA5,HIST1H1B,UACA	1.4577008168822327	0.004891560236358873	0.0152034980319262
Cluster_5	TF_TG_PROXIMAL_FILTERED_TAF7	69	2825	21	LARP7,HNRNPA1,ACTB,CCDC80,PTMA,HNRNPA2B1,SLC3A2,MCL1,RPL13A,PMF1,THBS1,PTPN6,RCC1,KIF2C,VCL,ADM,HIST1H1D,HIST1H1E,HIST1H1A,HIST1H1B,HIST1H1C	1.8093882262408618	0.005295804421650563	0.0160267765392056
Cluster_5	TF_TG_PROXIMAL_FILTERED_BRCA1	169	2825	42	ANKFY1,CHAF1A,MED22,NOP14,CDC20,NOL11,TTC32,EHD1,RPL10A,LAMP1,SLC39A7,RFC5,RPL13A,POLR1C,RPS19,RPS11,GSG2,NOL9,PMF1,NCAPG,EIF5,PIGN,TMCO1,PPP1R15A,EIF4A3,IMP3,RPL27A,NCOA4,CCT5,TAF1D,RPL26,SKA3,PRDX1,RPL12,RPL17,RPS6,LSM3,RPL7A,EFHC1,TIPIN,GRWD1,PFN1	1.4774886107765617	0.00702466225081402	0.0207137476626567
Cluster_5	TF_TG_PROXIMAL_FILTERED_GABPA	408	2825	88	NUP107,C19ORF53,PRKAB1,SCO1,ZNF35,MED18,NOC3L,FBXW8,C12ORF10,RFXANK,EIF3M,PDCD2,NUDT1,PPAN,CCDC94,NOL12,PCYT1A,CARS,RER1,TMEM208,PHB2,RRS1,ZSCAN12,CSAD,RARS,RRP15,NSA2,NR1H3,TPM3,EBNA1BP2,SNRPE,RSL24D1,CCDC77,SEC11A,PPIL1,MFAP3,FCF1,RPS18,RTEL1,PDCD11,RPS25,FUBP3,RPS21,GABPA,TOP3B,LZIC,EME1,GSTCD,PMF1,EMG1,ZNF276,LYPLA2,TMCO1,DDOST,PPP1R15B,C7ORF49,ZMPSTE24,EAF1,INTS12,SEC13,COMMD2,KIF22,BANF1,FAM173A,RPF2,RPF1,RPL37,MED8,NUF2,SSR2,LMAN2,SF3A3,GTF2H3,NMNAT1,C1ORF74,RPS7,RPS6,LSM5,AQR,FEN1,SERP1,TRIP13,KCTD5,DPM3,DNAJC24,SENP1,PRRG2,SSBP1	1.2822835328821793	0.010885536060537548	0.0312959161740455
Cluster_5	TF_TG_PROXIMAL_FILTERED_MEF2C	31	2825	11	ACTB,CSK,PMF1,LY9,SH3BP2,TIFA,PTPN6,CD74,LAPTM5,KLF6,HIST1H1E	2.1095632315158435	0.01277500352705297	0.0358323269661242
Cluster_5	TF_TG_PROXIMAL_FILTERED_GATA1	172	2825	41	PRKAB1,AIF1L,GSTO1,CENPL,SLC14A1,SDF2L1,TMBIM1,LGALS3,CALR,TGIF1,TTC32,C4ORF46,CAT,HMBS,NFIA,SLC39A8,LBR,ASCC2,TOP3B,TOPORS,FAM46C,RHBDD1,SLC40A1,H2AFX,DNASE2,ETFDH,ARF4,NFE2L2,PPP1R15A,RSAD2,PLEKHA4,PRR5,GLB1,SLC6A9,TRIM5,CFLAR,KLF3,GYPC,NPL,HIST1H1B,STOM	1.4171537353364891	0.017963513059876975	0.0491858095687108
Cluster_5	TF_TG_PROXIMAL_FILTERED_ELK4	96	2825	25	SHC1,BRIX1,TMBIM6,GNAI3,GPATCH4,SNRPE,MCL1,RPS18,PMF1,RBM3,ARF4,BCL2L12,SRD5A1,RPL27A,KIF24,CCT5,IRF3,RPL32,RPL37,RPL24,RPL12,RPS6,C1ORF112,FEN1,CKS1B	1.548211651917404	0.01970640906241993	0.0527031870274021
Cluster_5	TF_TG_PROXIMAL_FILTERED_SRF	249	2825	56	AIF1L,TBL3,STX4,SNX18,RIF1,PLOD1,SDF2L1,TBXAS1,CDC45,MYO1E,IKZF2,ACTB,CRKL,FILIP1L,PDCL3,EEF1B2,CNN2,YARS,POLD1,RNH1,BCL10,RPS15A,PGD,MCL1,TOP3B,LIMA1,GINS3,PMF1,LPP,AIM2,POC1B,SND1,RSU1,LAG3,BCL2L12,POMT1,REV3L,CD48,EXOSC9,DCLRE1B,VCL,PHF19,IRF3,AURKA,RPL32,RPL22,RPL24,BATF2,ZFP36,LSM5,SNRPA1,SNRPB2,CLIC1,RAD54L,RANBP1,B4GALT1	1.3370579663787894	0.0207967458604528	0.0543551312261835
Cluster_5	TF_TG_PROXIMAL_FILTERED_MAX	406	2825	86	MTHFD2,FAM111A,ODC1,NOC3L,CENPF,APEX1,CENPM,CENPP,NEK3,KHDRBS1,SHC1,NOP14,SDF2L1,HPS5,AP4M1,TRIM59,HNRNPA1,EIF3B,CRKL,CCDC86,APRT,TLCD1,UBE2S,SLC3A2,TDG,WDR89,NUP205,GNS,HNRNPF,WDR36,RRP1B,RPL10A,LAMP1,EBNA1BP2,RFC1,SLC35A4,VARS,METTL1,SCFD2,TMED1,SEC61B,NOL7,PUS7,YBX1,IQCG,AKT1S1,MRPL45,SLC16A1,STAT1,EIF4A1,DHX35,SNX5,PAICS,EXOSC5,PES1,RPA2,PHF19,NUP62,DDX21,RPL21,UBA52,PNO1,ZCWPW1,RPL14,RPS8,RPSA,NCL,AK2,CD164,CDK4,IARS,PTBP1,PTP4A2,RBBP4,MEST,RPL35A,ANP32B,RPUSD4,RANBP1,PDIA4,HSPA9,NMRAL1,CKS1B,URB2,RGS16,BAX	1.2593138323379398	0.022138574158214075	0.0565763561821026
Cluster_5	TF_TG_PROXIMAL_FILTERED_HNF4G	126	2825	31	TMBIM1,SDC4,PCK2,AHCY,EEF1B2,ETV4,CFB,NFATC3,DHRS1,CTDSP1,TINF2,C14ORF119,DDAH2,PSME1,TDP2,TMEM37,ZNF219,NFE2L2,SNX5,BRCA1,MIDN,LAMA5,SAMHD1,AURKA,TM9SF1,CLIC1,ZFP36L2,NFKBIA,GMPR2,HSPD1,HSPE1	1.4626913892400617	0.022965811959972042	0.0574145298999301
Cluster_5	TF_TG_PROXIMAL_FILTERED_GTF2F1	60	2825	17	FNBP4,AIF1L,SDF2L1,HNRNPA1,SLC3A2,TOP3B,PMF1,RPLP1,TM4SF1,MYC,RPL37,RPL12,TARS,RANBP1,HSPA5,HIST1H1E,HIST1H1C	1.6844542772861357	0.023520320897974126	0.0575497213461069
Cluster_5	TF_TG_PROXIMAL_FILTERED_NR3C1	310	2825	67	TBL3,PPFIBP1,SLC7A5,MSI2,ITGB1,ETFB,ITGB8,TNFRSF1A,ITGA5,MFSD2A,TRIB1,DECR1,PCK2,NOXO1,CUEDC1,NUP85,CSAD,CKB,DHRS1,CLCF1,LAMP1,SLC39A7,PLEKHG2,RPS16,RPS19,RPS11,TINF2,HIP1,PMF1,C14ORF119,AKT1S1,HES1,NGDN,HEXA,MRPL52,RECQL4,SLC25A45,RASSF4,TSPAN4,SNX5,NEDD9,H1F0,LAMA5,AURKA,SERPINE1,S100A10,ANXA2,RPL12,GTF2H3,TM9SF1,ZFP36,ERF,TXNRD1,C8ORF4,CD109,AKR1B10,PRMT5,AXL,TMEM14C,ALDH3B1,NFKBIA,B4GALT1,HIST1H1A,GMPR2,PON2,STOM,LTBR	1.284915786468741	0.026097117944361054	0.0625171270551621
Cluster_5	TF_TG_PROXIMAL_FILTERED_ZBTB33	196	2825	45	ANKFY1,AIF1L,CHAF1A,MED22,KIAA1524,NOP14,SDF2L1,ACTB,CRKL,CDC20,NOL11,TTC32,RPS15A,RPL10A,LAMP1,SLC39A7,RFC5,RPL13A,POLR1C,RPS19,RPS11,GSG2,TOP3B,NOL9,PMF1,DARS,NCAPG,MAK16,EIF4A3,SNX5,NCOA4,MRPS7,RPL26,SKA3,PRDX1,RPL12,RPL17,BZW1,RPS7,RPS6,LSM3,RPL7A,TIPIN,GRWD1,PFN1	1.364953946180242	0.026637732397416895	0.0625171270551621
Cluster_5	TF_TG_PROXIMAL_FILTERED_PRDM1	19	2825	7	SLC7A2,INPPL1,VEZF1,TM4SF1,ID3,SP110,C8ORF4	2.190312063344201	0.029325059661724648	0.0674476372219667
Cluster_5	TF_TG_PROXIMAL_FILTERED_IRF3	88	2825	23	FNBP4,EIF2AK3,CENPA,SHC1,G3BP1,SP1,HNRNPA1,ORMDL2,UBE2C,SCFD1,TOP2A,HIST1H2BB,PMF1,DNM2,NGDN,SLC25A25,SNX5,SARNP,PRR11,SKA2,ANP32E,HSPA5,CKS1B	1.5538415124698308	0.030579159162347026	0.0689530059543119
Cluster_5	TF_TG_PROXIMAL_FILTERED_BATF	119	2825	29	ZC3HAV1,BID,HSP90B1,NEK6,ITGB1,CIITA,CCDC102A,MRPS10,CUEDC1,PLK1,TRAF3IP3,RAB8A,SCAMP2,NCF2,CDCA7L,PPM1M,NUBP1,CTSZ,CCR5,CD86,ZBP1,SLC1A4,VIM,ADM,LAPTM5,PTP4A2,CLEC2D,MPEG1,NFKBIA	1.4488138618279172	0.03556134394877118	0.0786452798867055
Cluster_5	TF_TG_PROXIMAL_FILTERED_IRF1	28	2825	9	ZC3HAV1,SDF2L1,TOP3B,PSMB8,PSMB9,ISG15,TAP2,TAP1,TMEM140	1.910935524652339	0.04069003374941388	0.0882896958713697
Cluster_5	TF_TG_PROXIMAL_FILTERED_TFAP2C	181	2825	41	ORAI1,PTRH1,GOLIM4,TRIB1,SDC4,PBK,TEAD1,PLLP,NSA2,NR1H3,CLCF1,MCM2,RPS16,DAG1,C14ORF80,VAV2,AKT1S1,HES1,SPSB2,SLC25A45,S100A6,CDCA7L,BIRC3,PPP1R15B,PPP1R14B,TAGLN2,DHX35,SNX5,SERTAD3,MIDN,DDX59,DDX58,LAMA5,S100A13,CDC7,BZW2,DSCR3,GPX1,PTGES,ALDH3B1,STOM	1.346687527502078	0.044914054220722525	0.0956503006552424
Cluster_5	TF_TG_PROXIMAL_FILTERED_KAT2A	33	2825	10	ACTB,PMF1,TM4SF1,CCT5,RPL37,IER3,HIST1H1D,HIST1H1E,HIST1H1B,HIST1H1C	1.8015553767766157	0.05743520321706866	0.12009178854478
Cluster_5	TF_TG_PROXIMAL_FILTERED_SMC3	89	2825	22	COMTD1,TIPARP,AIF1L,SDF2L1,TNFRSF21,EIF3F,CRKL,TRIB1,TLCD1,TGM2,WDR38,SNRPE,CEBPB,TOP3B,PHF19,MAML2,MYC,RPL35,S100A10,C15ORF39,ZFP36L2,ALDH3B1	1.469583374763846	0.06288530246685027	0.129139460422996
Cluster_5	TF_TG_PROXIMAL_FILTERED_TFAP2A	121	2825	28	ORAI1,TRIB1,SDC4,TEAD1,PLLP,NSA2,NR1H3,MCM2,RPS16,DAG1,C14ORF80,VAV2,SPSB2,SLC25A45,S100A6,BIRC3,PPP1R15B,TAGLN2,SERTAD3,MIDN,DDX59,LAMA5,S100A13,BZW2,DSCR3,PTGES,ALDH3B1,STOM	1.3757331968112336	0.06722417139370868	0.135627714215377
Cluster_5	TF_TG_PROXIMAL_FILTERED_ZBTB7A	182	2825	40	AIF1L,SDF2L1,ACTB,CRKL,VEGFA,CBS,RRM2,SLC4A2,PLEKHG2,CEBPB,PLEKHH3,SLC35B2,VARS,VASP,TOP3B,DDAH2,ZBTB7B,FLNC,SOCS1,NRARP,MDK,SLC12A4,PPP1R14B,N4BP2,CD63,MIDN,PHF19,MYC,TMEM198,PLCB3,ZFP36,RPS8,TRAF4,ANP32B,CLIC1,PRMT1,RHOC,RANBP1,CASKIN2,HEBP2	1.306622580958864	0.07211803023423377	0.142992646154084
Cluster_5	TF_TG_PROXIMAL_FILTERED_CTCFL	148	2825	33	PRKAB1,CDCA8,AIF1L,CRLF3,EIF4EBP1,SDF2L1,U2AF1,CRKL,NOL11,DHRS13,DDX18,ZSCAN12,YTHDF2,TPR,SLC35B2,VARS,TOP3B,NOL7,ATP5G2,FCHSD2,RPLP0,SRP9,PSMB9,NFE2L2,DTL,RCC1,NCOA4,PHF19,SF3A3,TAP1,PTP4A2,RANBP1,GALNT10	1.3256039225065772	0.0774796080268777	0.151019574967643
Cluster_5	TF_TG_PROXIMAL_FILTERED_MAFK	201	2825	43	AIF1L,CENPE,TXNDC5,SDF2L1,CRKL,CCDC86,TRIB3,PRPF40A,PCNA,LOXL3,NYNRIN,HMOX1,NFATC3,TCN2,NFIA,SUPT16H,LBR,TOP3B,TUBB,HIST1H2BB,PMF1,MDC1,TMEM37,LRRC58,FOXN2,SLC25A20,SNX5,KIF14,DOK1,MRO,RASGRP4,AFF1,LAMB1,CDC7,COL16A1,GTF2E1,NAGPA,VWF,MANBA,NQO2,TMEM14C,GMPR2,USP18	1.2718443182318495	0.08741070843570078	0.167537191168426
Cluster_5	TF_TG_PROXIMAL_FILTERED_FOXA1	386	2825	75	GSTO1,DUSP6,GOLM1,ATAD2,RIF1,NOP14,NEK7,ETFB,BCAS1,LGALS8,BTD,TRIB1,AHCY,PLD1,ECT2,MS4A7,TGIF1,ETV4,ETV5,CUEDC1,REP15,RALY,ELK3,CFB,BTG1,SLC39A1,RAB5C,MCM7,CTDSP1,PLEKHH2,IL1R1,MEOX1,CD302,SORBS3,PMF1,LRP10,DDAH2,AKT1S1,FAM84B,HES1,C2,CP,TMEM37,HACL1,NFE2L2,SLC25A25,TM4SF1,TSPAN4,A2M,TF,NCOA4,G2E3,EXOSC2,TRIL,SERPINE1,S100A13,S100A10,ANXA6,TANK,IRS1,NAGLU,GPT2,ABHD4,DUSP11,DUSP10,CFLAR,CLIC1,GDF15,TMEM140,RPL7L1,ZFP36L2,TMEM123,TDRD7,TGFBR2,STOM	1.155142372415058	0.1685642231354056	0.314684667486136
Cluster_5	TF_TG_PROXIMAL_FILTERED_CCNT2	78	2825	18	SDF2L1,ACTB,CRKL,DHRS13,VEGFA,NAMPT,LBR,VARS,PMF1,DDAH2,PSMG1,NFE2L2,PHF19,GLB1,RHOBTB3,ABHD5,RANBP1,KLF10	1.3719537100068075	0.16983410321178616	0.314684667486136
Cluster_5	TF_TG_PROXIMAL_FILTERED_PPARGC1A	35	2825	9	PCK2,DHRS1,TINF2,PMF1,PSME1,PRMT5,GMPR2,HSPD1,HSPE1	1.528748419721871	0.1723924700141442	0.314684667486136
Cluster_5	TF_TG_PROXIMAL_FILTERED_RXRA	80	2825	18	DHFR,ETFB,ACTB,PCK2,AHCY,RARB,SLC39A7,APOC1,SLC35B2,PMF1,TMEM37,CD74,CD68,MIDN,SERPINE1,LPCAT3,CLIC1,NFKBIA	1.3376548672566373	0.17740867637391147	0.318781215359372
Cluster_5	TF_TG_PROXIMAL_FILTERED_MAFF	138	2825	29	TXNDC5,CCDC86,LOXL3,HMOX1,NFATC3,TCN2,NFIA,SUPT16H,LBR,TUBB,PMF1,MDC1,TMEM37,LRRC58,FOXN2,SLC25A20,SNX5,DOK1,MRO,AFF1,LAMB1,COL16A1,GTF2E1,VWF,MANBA,NQO2,TMEM14C,GMPR2,USP18	1.2493394895472618	0.20760394296222068	0.36729928370239
Cluster_5	TF_TG_PROXIMAL_FILTERED_FOSL2	61	2825	14	NEK2,TRIB1,DHRS1,THOC6,TINF2,SCFD1,PMF1,F3,TNFRSF12A,SIVA1,CDC7,CLIC1,PRMT5,TGFBR2	1.3644566951980268	0.22746187165025422	0.392519033316785
Cluster_5	TF_TG_PROXIMAL_FILTERED_SP2	211	2825	42	EIF2AK3,ZNF35,CENPA,G3BP1,BRIX1,SDF2L1,SP1,NECAP2,EIF3G,MRPS10,CANX,SSRP1,RRP8,ZSCAN12,YTHDF2,SNRPE,ZNF768,TLN1,TUBB,PMF1,YBX1,RPS3A,DNM2,MDC1,MRPL12,GATAD2A,LRRC59,STT3A,ILK,RPL36,ZNF143,RPL10,RPL18,RPS7,ABHD2,AK2,C1ORF112,TRAF2,NKIRAS2,PRMT1,RANBP1,POLQ	1.1833913517594263	0.2286850020193443	0.392519033316785
Cluster_5	TF_TG_PROXIMAL_FILTERED_SP1	363	2825	69	CDCA2,CDCA3,EIF2AK3,CENPA,SHC1,HSP90B1,G3BP1,SDF2L1,SP1,CDC45,HNRNPA1,HNRNPAB,CRKL,CCDC94,ZBTB5,PCK2,CALR,PRPF40A,CANX,ORMDL2,UBE2C,CFB,SLC39A6,PGD,FANCF,ARRDC4,TINF2,C14ORF80,TOP2A,TOP3B,HIST1H2BB,DNM2,DDAH2,MYH9,RBPJ,NGDN,ZBTB7B,ACTL6A,UNG,GATAD2A,ZNF691,ZBTB20,NXT1,SLC25A25,P4HB,EIF4A1,FKBP14,VCP,STT3A,PHF19,DDX59,CREB3L2,SARNP,PRR11,RPN2,SKA2,ZNF143,RFWD3,ABHD2,AK2,TRAF2,ANP32E,CLIC1,PRMT5,PRMT1,RANBP1,TMEM14C,HSPA5,CKS1B	1.1300665545235133	0.2566769129803793	0.434085955775641
Cluster_5	TF_TG_PROXIMAL_FILTERED_ESRRA	53	2825	12	TRIM47,PCK2,TKT,DHRS1,TINF2,PMF1,PSME1,SOCS1,MIDN,TM9SF1,NFKBIA,GMPR2	1.3460677909500753	0.26830618742529927	0.447176979042165
Cluster_5	TF_TG_PROXIMAL_FILTERED_ZNF274	81	2825	17	AIF1L,BAZ1A,ZNF426,SDF2L1,HEATR5A,DHRS1,CFL2,TINF2,SCFD1,TOP3B,PMF1,C14ORF119,PSME1,SNX5,G2E3,RPL12,GMPR2	1.2477439091008413	0.2990958609399128	0.491371771544142
Cluster_5	TF_TG_PROXIMAL_FILTERED_SMARCC2	2	2825	1	CCT5	2.972566371681416	0.30812511436324064	0.497143737923483
Cluster_5	TF_TG_PROXIMAL_FILTERED_PBX3	300	2825	57	PKNOX1,CDCA3,EIF2AK3,CENPA,G3BP1,SP1,AP4M1,FYN,HNRNPAB,CCDC94,BTD,AKAP13,CTTNBP2NL,CANX,ORMDL1,ETV5,HNRNPK,FAM126A,SLC39A1,RAB5C,FANCF,CEBPG,RPL18A,RPS11,TOP2A,HIP1,XPO1,RAB8A,DNM2,MYH9,RPLP0,GATAD2A,ZBTB20,NXT1,SLC25A25,ERAP1,PRC1,EIF4A1,AARS,FKBP14,CCT3,SPC24,KLHL25,STT3A,IRF8,CREB3L2,RPN2,ZNF143,LMAN2,ABHD2,AK2,TRAF2,PRMT1,MPZL1,PDIA6,SLFN5,FMNL3	1.1295752212389378	0.31125520983035454	0.497143737923483
Cluster_5	TF_TG_PROXIMAL_FILTERED_ZZZ3	29	2825	7	GBA,CCDC34,TM4SF1,TAF1D,RPL37,ANXA2,TARS	1.4350320415013733	0.3164886307719031	0.498577979983135
Cluster_5	TF_TG_PROXIMAL_FILTERED_HNF4A	224	2825	43	LAPTM4A,TMBIM1,TRIM47,LTV1,PCK2,AHCY,EEF1B2,ETV4,SARDH,CFB,NFATC3,TK1,HADHB,HADHA,DHRS1,CTDSP1,NSL1,UGDH,C2,TDP2,TMEM37,ZNF219,SLC38A3,NFE2L2,SLC25A25,NSMCE1,TF,MIDN,LAMA5,AURKA,ZFP36,SMPDL3A,CLIC1,NQO2,GDF15,ZFP36L2,NFKBIA,ABCD3,GMPR2,LCAT,HSPD1,ZNF184,HSPE1	1.141253160556258	0.3236507885676766	0.502970820071389
Cluster_5	TF_TG_PROXIMAL_FILTERED_SMARCC1	7	2825	2	ITGA5,RPL37	1.6986093552465233	0.3345317963675084	0.51294875443018
Cluster_5	TF_TG_PROXIMAL_FILTERED_TAL1	189	2825	27	PRKAB1,SDF2L1,CRKL,TGM2,TNFAIP3,CAT,SLC3A2,HMBS,HNRNPF,DNAJC9,LEPROT,PYCR2,COL18A1,FAM46C,RHBDD1,H2AFX,PPP1R15A,RCC1,NCOA4,SLC43A3,PLEKHA4,DCLRE1B,PRR5,GLB1,SLC6A9,TMEM165,NPL	0.8493046776232617	1	1
Cluster_5	TF_TG_PROXIMAL_FILTERED_NANOG	12	2825	3	REST,PMF1,SFRP2	1.4862831858407082	0.4376383721205689	0.651227011251171
