ClusterName	GeneSetName	Pval	FoldEnrichment	GeneSet	Hit#	GeneSet#	ModGene#	Total#	BH	Bonferroni	Hochberg
Cluster_5	TF_TG_PROXIMAL_FILTERED_PAX5	7.458663872388977E-4	1.66952357861559	SLBP,PPAN,ACTB,APRT,PTMA,GBA,TIMM8A,WDR89,MKS1,KIFC1,CTDSP1,CEBPG,H2AFY,GNA13,WDHD1,AAAS,HEXA,HLA-DMB,PSMB8,SOCS1,SOCS4,FOXN2,PPP1R15A,PTPN6,PTTG1IP,MICAL1,LMCD1,CD74,CD68,CYBA,DDX59,LAPTM5,ZFP36,PHLDA1,RPS5,LSP1,KLF6,TFEB,NFKBIA,HIST1H1E,SENP1	41	146	2825	16795	0.00317683831601753	0.0857746345324732	0.0663821084642619
Cluster_5	TF_TG_PROXIMAL_FILTERED_EP300	9.643769342176859E-4	1.3499864744754029	PKNOX1,AIF1L,VANGL2,DUSP6,PAFAH1B3,CENPE,PLOD2,SDF2L1,ETFB,CDC45,HNRNPA1,HNRNPA0,EIF3B,CRKL,TRIM25,TRIB3,PCK2,MRPS11,AHCY,MYO9B,C4ORF19,PLD1,NUP160,CNN2,RND3,TTC28,ETV4,CUEDC1,SLC3A2,RALY,TES,TEAD1,RARB,DHRS1,ANKRD13A,EMILIN1,CTDSP1,MCM4,HDAC2,CEBPB,HAUS8,TINF2,RPS29,TOP3B,PMF1,AKT1S1,HES1,CP,SS18,TMEM37,STAT1,STAT3,ZNF217,NFE2L2,CDCA7L,PPP1R15B,TM4SF1,TSPAN4,A2M,TF,KIF2C,MIDN,NPR1,AFF1,UTP18,IRF9,MAT2A,SERPINE1,RPL35,RPL22,S100A10,PRSS23,FAM102B,TRIM7,ANXA1,ANXA2,RPL19,IRS1,BZW2,GPT2,DNMT1,CD164,CNOT6,PTP4A2,TRAF4,PRR5L,TXNRD1,C8ORF4,CLIC1,PRMT5,CTNNA1,MPZL1,GDF15,HSPA5,NFKBIA,TGFBI,B4GALT1,HIST1H1E,POLG,TGFBR2,HSPD1,SASH1,ZNF184,HSPE1	104	458	2825	16795	0.0039608338369655	0.110903347435034	0.0848651702111564
Cluster_5	TF_TG_PROXIMAL_FILTERED_E2F6	0.0011180214417235686	1.4693293852417646	SLBP,ZNF22,FAM111A,SLC7A5,ODC1,GOLIM4,SDF2L1,AP4M1,TNFRSF1B,TRIM59,CDC45,CDC16,CALU,GBA,SYCE2,GNB4,HNRNPF,WDR36,PLLP,RRP1B,TPM3,EBNA1BP2,FANCA,RFC1,MCM4,HDAC2,RPS13,TINF2,DNA2,TMED1,RAB8A,FANCD2,CASP2,NCAPG,NETO2,EZH2,SLC16A1,TXLNA,FOXN2,N4BP2,XRCC2,RPA2,PHF19,BCL7C,NUP62,KDELC2,DDX31,RAN,RPL31,ASF1B,ZCWPW1,TM9SF1,AK2,PTP4A2,TRAF4,SFT2D2,RBBP4,ANP32B,RAD51C,RANBP1,PDIA4,HSPA9,PDE3B,GUSB,FMNL3	65	263	2825	16795	0.00443353330338656	0.12857246579821	0.0972678654299505
Cluster_5	TF_TG_PROXIMAL_FILTERED_POU2F2	0.0017724968198205332	1.7415035308840618	ATF4,EIF3G,PPAN,ACTB,PTMA,AHCY,BTG1,PLEKHG2,CSK,SLC35B2,HLA-B,HIST1H2BB,STAT1,STAT3,PTPN6,EIF4A1,CD74,CD68,ZCWPW1,ZFP36,MPDU1,RPL7A,B2M,PFN1,ZFP36L1,HIST1H1D,HIST1H1E,HIST1H1B,HIST1H1C	29	99	2825	16795	0.00679457114264538	0.203837134279361	0.152434726504566
Cluster_5	TF_TG_PROXIMAL_FILTERED_SMARCB1	0.0020340251751495113	1.6705331675564983	SDF2L1,CDC45,HNRNPA1,ACTB,CRKL,HNRNPA2B1,POLG2,SLC3A2,THOC6,SLC35B2,CBX3,DDAH2,S100A6,PPP1R14B,PTPN6,RCC1,TNFRSF12A,MIDN,PHF19,LAMA5,MAT2A,GOLPH3,RPL37,IER3,ANXA2,ZFP36,RPSA,TRAF7,CLIC1,RANBP1,ALDH3B1,HSPA5,HIST1H1E,HIST1H1C	34	121	2825	16795	0.00747589289496634	0.233912895142194	0.172892139887708
Cluster_5	TF_TG_PROXIMAL_FILTERED_JUND	0.0020824591936593083	1.3745014420588164	ATF4,LARP7,AIF1L,MTMR11,NEK2,SHC4,CD274,BRIX1,SDF2L1,HPS5,TSPAN31,HNRNPA0,ACTB,TRIB1,PCK2,CTTNBP2NL,PTMA,GBA,PLD1,ETV4,SLC3A2,TEAD1,DHRS1,TMEM39A,THOC6,HAUS5,CTDSP1,CEBPB,TINF2,FUT10,SCFD1,RPS29,LIMA1,PMF1,DDAH2,RBPJ,LIPH,PSME1,ZBTB7B,C20ORF24,TMEM37,STAT1,STAT3,ZNF219,ZNF217,PPP1R15A,PPP1R15B,PRC1,P4HB,EIF4A1,RCC1,TM4SF1,SNX5,TNFRSF12A,ESYT1,CD68,TOR1AIP2,MAT2A,IER3,RPL24,S100A10,ADM,ANXA1,ANXA2,TM9SF1,PTP4A2,PTGES,CLIC1,PRMT5,UMPS,CTNNA1,GDF15,ZFP36L2,HSPA5,NFKBIA,HIST1H1D,HIST1H1E,HIST1H1B,HIST1H1C,TGFBR2,GMPR2,ZNF184,ABCE1	83	359	2825	16795	0.00747589289496634	0.23948280727082	0.174926572267382
Cluster_5	TF_TG_PROXIMAL_FILTERED_NFYA	0.0021788359658546355	1.4304078781023355	FNBP4,CDCA3,EIF2AK3,CHAF1A,CENPA,CENPK,SHC1,G3BP1,SDF2L1,SP1,CDC45,HNRNPA1,FBXO5,CCDC94,ZBTB5,CALU,CALR,PRPF40A,CANX,ORMDL2,YIF1A,RRM2,FAM126A,SLC39A1,PGD,FANCF,CEP152,ARRDC4,TOP2A,PMF1,FAM83D,YBX1,H2AFX,DNM2,UNG,GATAD2A,ZNF691,ZBTB20,ERAP1,P4HB,EIF4A1,KIF24,SPC25,STT3A,HMGB2,CREB3L2,SARNP,PRR11,SKA2,ZNF143,TCF19,LMAN2,RFWD3,AK2,DUSP10,TRAF2,ASPM,WASF2,ANP32E,CCHCR1,PRMT1,ARHGAP19,HSPA5,CKS1B	64	266	2825	16795	0.00747589289496634	0.250566136073283	0.180843385165935
Cluster_5	TF_TG_PROXIMAL_FILTERED_GTF2B	0.0031687875622023443	1.4538315878965877	ATF3,ATF4,SLC7A2,SDF2L1,HPS1,RABGGTB,HNRNPA1,PPAN,CRKL,BST2,HNRNPA2B1,NUP160,CAND2,BTG1,P4HA1,PDCL,PLEKHG2,RPS18,RPS27,RPS29,RPS23,TOP3B,APBA3,CBX3,H2AFX,RPS3A,ALDH16A1,RPLP1,RPLP0,PSMB2,SBNO2,KIF2C,NPM1,RBM17,MAT2A,GLB1,RPL7,RPL36,RPL37,PIH1D1,PRDX1,TRIM7,RPL15,ZFP36,RPS6,EIF4G2,UNC93B1,PRMT5,MPZL1,RANBP1,ALDH3B1,HIST1H1D,HIST1H1E,POLG,HIST1H1C,ZNF184	56	229	2825	16795	0.0101225158237019	0.36441056965327	0.253503004976188
Cluster_5	TF_TG_PROXIMAL_FILTERED_JUN	0.004891560236358873	1.4577008168822327	DDIT3,ATF3,JUN,LIMS1,BRIX1,SDF2L1,CRKL,TRIB1,CTTNBP2NL,PLD1,TNFAIP3,DAB2,TNPO1,LEPROT,RPS29,TLR4,ITPRIP,GAS2L3,PMF1,RHBDF1,DDAH1,DDAH2,PFDN1,C20ORF24,EMP1,EMP3,ZNF217,SLC25A45,PPP1R15A,PPP1R15B,CCL2,TM4SF1,SNX5,PHF19,VIM,SERPINE1,IER3,RPL24,S100A10,ANXA1,ANXA2,ADAM9,ERG,ITPRIPL2,KLF6,CD109,CLIC1,RANBP1,HSPA5,HIST1H1B,UACA	51	208	2825	16795	0.0152034980319262	0.56252942718127	0.386433258672351
Cluster_5	TF_TG_PROXIMAL_FILTERED_TAF7	0.005295804421650563	1.8093882262408618	LARP7,HNRNPA1,ACTB,CCDC80,PTMA,HNRNPA2B1,SLC3A2,MCL1,RPL13A,PMF1,THBS1,PTPN6,RCC1,KIF2C,VCL,ADM,HIST1H1D,HIST1H1E,HIST1H1A,HIST1H1B,HIST1H1C	21	69	2825	16795	0.0160267765392056	0.609017508489815	0.413072744888744
Cluster_5	TF_TG_PROXIMAL_FILTERED_BRCA1	0.00702466225081402	1.4774886107765617	ANKFY1,CHAF1A,MED22,NOP14,CDC20,NOL11,TTC32,EHD1,RPL10A,LAMP1,SLC39A7,RFC5,RPL13A,POLR1C,RPS19,RPS11,GSG2,NOL9,PMF1,NCAPG,EIF5,PIGN,TMCO1,PPP1R15A,EIF4A3,IMP3,RPL27A,NCOA4,CCT5,TAF1D,RPL26,SKA3,PRDX1,RPL12,RPL17,RPS6,LSM3,RPL7A,EFHC1,TIPIN,GRWD1,PFN1	42	169	2825	16795	0.0207137476626567	0.807836158843612	0.54089899331268
Cluster_5	TF_TG_PROXIMAL_FILTERED_GABPA	0.010885536060537548	1.2822835328821793	NUP107,C19ORF53,PRKAB1,SCO1,ZNF35,MED18,NOC3L,FBXW8,C12ORF10,RFXANK,EIF3M,PDCD2,NUDT1,PPAN,CCDC94,NOL12,PCYT1A,CARS,RER1,TMEM208,PHB2,RRS1,ZSCAN12,CSAD,RARS,RRP15,NSA2,NR1H3,TPM3,EBNA1BP2,SNRPE,RSL24D1,CCDC77,SEC11A,PPIL1,MFAP3,FCF1,RPS18,RTEL1,PDCD11,RPS25,FUBP3,RPS21,GABPA,TOP3B,LZIC,EME1,GSTCD,PMF1,EMG1,ZNF276,LYPLA2,TMCO1,DDOST,PPP1R15B,C7ORF49,ZMPSTE24,EAF1,INTS12,SEC13,COMMD2,KIF22,BANF1,FAM173A,RPF2,RPF1,RPL37,MED8,NUF2,SSR2,LMAN2,SF3A3,GTF2H3,NMNAT1,C1ORF74,RPS7,RPS6,LSM5,AQR,FEN1,SERP1,TRIP13,KCTD5,DPM3,DNAJC24,SENP1,PRRG2,SSBP1	88	408	2825	16795	0.0312959161740455	1	0.827300740600854
Cluster_5	TF_TG_PROXIMAL_FILTERED_MEF2C	0.01277500352705297	2.1095632315158435	ACTB,CSK,PMF1,LY9,SH3BP2,TIFA,PTPN6,CD74,LAPTM5,KLF6,HIST1H1E	11	31	2825	16795	0.0358323269661242	1	0.958125264528973
Cluster_5	TF_TG_PROXIMAL_FILTERED_GATA1	0.017963513059876975	1.4171537353364891	PRKAB1,AIF1L,GSTO1,CENPL,SLC14A1,SDF2L1,TMBIM1,LGALS3,CALR,TGIF1,TTC32,C4ORF46,CAT,HMBS,NFIA,SLC39A8,LBR,ASCC2,TOP3B,TOPORS,FAM46C,RHBDD1,SLC40A1,H2AFX,DNASE2,ETFDH,ARF4,NFE2L2,PPP1R15A,RSAD2,PLEKHA4,PRR5,GLB1,SLC6A9,TRIM5,CFLAR,KLF3,GYPC,NPL,HIST1H1B,STOM	41	172	2825	16795	0.0491858095687108	1	1
Cluster_5	TF_TG_PROXIMAL_FILTERED_ELK4	0.01970640906241993	1.548211651917404	SHC1,BRIX1,TMBIM6,GNAI3,GPATCH4,SNRPE,MCL1,RPS18,PMF1,RBM3,ARF4,BCL2L12,SRD5A1,RPL27A,KIF24,CCT5,IRF3,RPL32,RPL37,RPL24,RPL12,RPS6,C1ORF112,FEN1,CKS1B	25	96	2825	16795	0.0527031870274021	1	1
Cluster_5	TF_TG_PROXIMAL_FILTERED_SRF	0.0207967458604528	1.3370579663787894	AIF1L,TBL3,STX4,SNX18,RIF1,PLOD1,SDF2L1,TBXAS1,CDC45,MYO1E,IKZF2,ACTB,CRKL,FILIP1L,PDCL3,EEF1B2,CNN2,YARS,POLD1,RNH1,BCL10,RPS15A,PGD,MCL1,TOP3B,LIMA1,GINS3,PMF1,LPP,AIM2,POC1B,SND1,RSU1,LAG3,BCL2L12,POMT1,REV3L,CD48,EXOSC9,DCLRE1B,VCL,PHF19,IRF3,AURKA,RPL32,RPL22,RPL24,BATF2,ZFP36,LSM5,SNRPA1,SNRPB2,CLIC1,RAD54L,RANBP1,B4GALT1	56	249	2825	16795	0.0543551312261835	1	1
Cluster_5	TF_TG_PROXIMAL_FILTERED_MAX	0.022138574158214075	1.2593138323379398	MTHFD2,FAM111A,ODC1,NOC3L,CENPF,APEX1,CENPM,CENPP,NEK3,KHDRBS1,SHC1,NOP14,SDF2L1,HPS5,AP4M1,TRIM59,HNRNPA1,EIF3B,CRKL,CCDC86,APRT,TLCD1,UBE2S,SLC3A2,TDG,WDR89,NUP205,GNS,HNRNPF,WDR36,RRP1B,RPL10A,LAMP1,EBNA1BP2,RFC1,SLC35A4,VARS,METTL1,SCFD2,TMED1,SEC61B,NOL7,PUS7,YBX1,IQCG,AKT1S1,MRPL45,SLC16A1,STAT1,EIF4A1,DHX35,SNX5,PAICS,EXOSC5,PES1,RPA2,PHF19,NUP62,DDX21,RPL21,UBA52,PNO1,ZCWPW1,RPL14,RPS8,RPSA,NCL,AK2,CD164,CDK4,IARS,PTBP1,PTP4A2,RBBP4,MEST,RPL35A,ANP32B,RPUSD4,RANBP1,PDIA4,HSPA9,NMRAL1,CKS1B,URB2,RGS16,BAX	86	406	2825	16795	0.0565763561821026	1	1
Cluster_5	TF_TG_PROXIMAL_FILTERED_HNF4G	0.022965811959972042	1.4626913892400617	TMBIM1,SDC4,PCK2,AHCY,EEF1B2,ETV4,CFB,NFATC3,DHRS1,CTDSP1,TINF2,C14ORF119,DDAH2,PSME1,TDP2,TMEM37,ZNF219,NFE2L2,SNX5,BRCA1,MIDN,LAMA5,SAMHD1,AURKA,TM9SF1,CLIC1,ZFP36L2,NFKBIA,GMPR2,HSPD1,HSPE1	31	126	2825	16795	0.0574145298999301	1	1
Cluster_5	TF_TG_PROXIMAL_FILTERED_GTF2F1	0.023520320897974126	1.6844542772861357	FNBP4,AIF1L,SDF2L1,HNRNPA1,SLC3A2,TOP3B,PMF1,RPLP1,TM4SF1,MYC,RPL37,RPL12,TARS,RANBP1,HSPA5,HIST1H1E,HIST1H1C	17	60	2825	16795	0.0575497213461069	1	1
Cluster_5	TF_TG_PROXIMAL_FILTERED_NR3C1	0.026097117944361054	1.284915786468741	TBL3,PPFIBP1,SLC7A5,MSI2,ITGB1,ETFB,ITGB8,TNFRSF1A,ITGA5,MFSD2A,TRIB1,DECR1,PCK2,NOXO1,CUEDC1,NUP85,CSAD,CKB,DHRS1,CLCF1,LAMP1,SLC39A7,PLEKHG2,RPS16,RPS19,RPS11,TINF2,HIP1,PMF1,C14ORF119,AKT1S1,HES1,NGDN,HEXA,MRPL52,RECQL4,SLC25A45,RASSF4,TSPAN4,SNX5,NEDD9,H1F0,LAMA5,AURKA,SERPINE1,S100A10,ANXA2,RPL12,GTF2H3,TM9SF1,ZFP36,ERF,TXNRD1,C8ORF4,CD109,AKR1B10,PRMT5,AXL,TMEM14C,ALDH3B1,NFKBIA,B4GALT1,HIST1H1A,GMPR2,PON2,STOM,LTBR	67	310	2825	16795	0.0625171270551621	1	1
Cluster_5	TF_TG_PROXIMAL_FILTERED_ZBTB33	0.026637732397416895	1.364953946180242	ANKFY1,AIF1L,CHAF1A,MED22,KIAA1524,NOP14,SDF2L1,ACTB,CRKL,CDC20,NOL11,TTC32,RPS15A,RPL10A,LAMP1,SLC39A7,RFC5,RPL13A,POLR1C,RPS19,RPS11,GSG2,TOP3B,NOL9,PMF1,DARS,NCAPG,MAK16,EIF4A3,SNX5,NCOA4,MRPS7,RPL26,SKA3,PRDX1,RPL12,RPL17,BZW1,RPS7,RPS6,LSM3,RPL7A,TIPIN,GRWD1,PFN1	45	196	2825	16795	0.0625171270551621	1	1
Cluster_5	TF_TG_PROXIMAL_FILTERED_PRDM1	0.029325059661724648	2.190312063344201	SLC7A2,INPPL1,VEZF1,TM4SF1,ID3,SP110,C8ORF4	7	19	2825	16795	0.0674476372219667	1	1
Cluster_5	TF_TG_PROXIMAL_FILTERED_IRF3	0.030579159162347026	1.5538415124698308	FNBP4,EIF2AK3,CENPA,SHC1,G3BP1,SP1,HNRNPA1,ORMDL2,UBE2C,SCFD1,TOP2A,HIST1H2BB,PMF1,DNM2,NGDN,SLC25A25,SNX5,SARNP,PRR11,SKA2,ANP32E,HSPA5,CKS1B	23	88	2825	16795	0.0689530059543119	1	1
Cluster_5	TF_TG_PROXIMAL_FILTERED_BATF	0.03556134394877118	1.4488138618279172	ZC3HAV1,BID,HSP90B1,NEK6,ITGB1,CIITA,CCDC102A,MRPS10,CUEDC1,PLK1,TRAF3IP3,RAB8A,SCAMP2,NCF2,CDCA7L,PPM1M,NUBP1,CTSZ,CCR5,CD86,ZBP1,SLC1A4,VIM,ADM,LAPTM5,PTP4A2,CLEC2D,MPEG1,NFKBIA	29	119	2825	16795	0.0786452798867055	1	1
Cluster_5	TF_TG_PROXIMAL_FILTERED_IRF1	0.04069003374941388	1.910935524652339	ZC3HAV1,SDF2L1,TOP3B,PSMB8,PSMB9,ISG15,TAP2,TAP1,TMEM140	9	28	2825	16795	0.0882896958713697	1	1
Cluster_5	TF_TG_PROXIMAL_FILTERED_TFAP2C	0.044914054220722525	1.346687527502078	ORAI1,PTRH1,GOLIM4,TRIB1,SDC4,PBK,TEAD1,PLLP,NSA2,NR1H3,CLCF1,MCM2,RPS16,DAG1,C14ORF80,VAV2,AKT1S1,HES1,SPSB2,SLC25A45,S100A6,CDCA7L,BIRC3,PPP1R15B,PPP1R14B,TAGLN2,DHX35,SNX5,SERTAD3,MIDN,DDX59,DDX58,LAMA5,S100A13,CDC7,BZW2,DSCR3,GPX1,PTGES,ALDH3B1,STOM	41	181	2825	16795	0.0956503006552424	1	1
Cluster_6	TF_TG_PROXIMAL_FILTERED_RAD21	3.340278435484331E-6	2.1141923652416224	COL12A1,COL23A1,JAG1,PLK2,NETO2,AIF1L,TMEM51,FAM102B,ELOVL2,MYOF,SLC7A5,GPRC5B,FGD6,ZNF217,FGF1,RNF43,IGFBP3,KIRREL,BCL2,SLC13A3,C15ORF39,MYO1B,RAB13,ANTXR1,SOX9,PPP1R3B,TRIB2,NECAB2,PCK2,CCR1,AKAP12,RHOC,TLCD1,B9D1,RAMP1,LMO1,PDGFRA,MYCN,NPR1,ZFP36L2,EFNB1,PITPNC1,PMP22,LPIN3	44	639	547	16795	0.000384132020080698	0.000384132020080698	0.000384132020080698
Cluster_6	TF_TG_PROXIMAL_FILTERED_GATA2	0.0037868472352039413	1.9778546673994237	IER3,ST3GAL6,AIF1L,SLC6A9,MYOF,DUSP6,NFIB,FBLIM1,BCAR3,PECAM1,CCL2,MEST,ANGPT2,TRAF3IP2,ICAM2,EPHB4,TLR4,TJP2,S1PR1,HES1,LAMB1	21	326	547	16795	0.0544359290060567	0.435487432048453	0.408979501402026
Cluster_6	TF_TG_PROXIMAL_FILTERED_ZNF263	0.008288501082308329	1.8940679978157127	AIF1L,MRC2,DUSP6,MSRB3,MAP3K8,LHX2,EMX2,PPP1R14C,CDO1,RHOC,TJP2,CCND2,PPIC,SLC1A3,TGFB2,SMAD3,HMGA2,TGIF1,PLAUR	19	308	547	16795	0.0866525113150416	0.953177624465458	0.870292613642375
Cluster_6	TF_TG_PROXIMAL_FILTERED_BCL11A	0.012148787530071085	3.1224243175409785	HLA-DMB,CIITA,CCDC102A,CD74,ZFP36L1,HIST1H1D	6	59	547	16795	0.107470043535244	1	1
Cluster_6	TF_TG_PROXIMAL_FILTERED_TFAP2A	0.01742649454143608	2.283756628945261	ORAI1,TEAD1,DAG1,PPP1R3C,PTGES,SDC4,COL5A1,LAMA5,STOM	9	121	547	16795	0.117885110133244	1	1
Cluster_6	TF_TG_PROXIMAL_FILTERED_TCF4	0.02393305639251922	1.7325050288550257	TMEM51,DUSP4,DUSP6,SLC7A5,ZNF217,LY75,RAB13,SPATS2L,PTPRG,YAP1,GDF15,MTSS1L,HRH1,SMAD3,TGIF1,KLF10,ETV4,HES1	18	319	547	16795	0.137615074256986	1	1
Cluster_6	TF_TG_PROXIMAL_FILTERED_FOXA2	0.041788136418936694	1.8330650222379874	CP,DUSP6,GOLM1,ZNF217,FST,SDC4,SPATS2L,CD302,GDF15,TGIF1,ETV4,STOM	12	201	547	16795	0.192225427527109	1	1
Cluster_1	TF_TG_PROXIMAL_FILTERED_REST	5.811367234231636E-68	4.862420826243146	ZNF23,L1CAM,KCNC2,KCNC3,SMPD3,MMP24,KCNB1,KCNH4,KCNH7,NPAS4,HHATL,HTR1A,SNAP25,UNC80,SEZ6L,PCDH8,SYT14,HTR5A,SST,KCNK3,CPNE9,CPNE4,BSN,GIT1,SYP,SYN1,GRIN1,KCNS2,CELSR3,CARTPT,GPRIN1,CACNA1B,SNTG1,SYT5,FGF12,GRM1,GRM2,GRM4,GDAP1L1,CA4,ATP6V1B2,CLVS1,HS3ST2,FAM155A,GABRG2,XKR4,GABRB3,NRSN1,GABRA1,RAB3C,GOLGA7B,SCRT1,MAP3K10,SRRM3,SRRM4,MAPK8IP2,SPTBN4,PSD,GABRD,LHFPL4,CHRNB2,SHISA7,HRH3,LRP11,VWC2L,SVOP,NRXN1,CADM3,GPR26,ACTL6B,MANEAL,SEZ6,FSTL5,GLRA2,GLRA3,LRRC24,STXBP5L,ADCYAP1,OLFM3,BDNF,CNTNAP2,CELF3,CELF4,CELF6,EID2B,SH2D3C,CNTNAP5,CECR6,SLITRK1,SLC12A5,RESP18,ANK1,CTXN2,SCN3B,ST8SIA3,TMEM151A,PCSK2,PCSK1,PTPRN,SLC7A14,PPFIA3,RUNDC3A,RTN2,HMP19,CNRIP1,MAST1,CALB1,VGF,INA,CHGA,MAPK11,VIP,STMN3,CHGB,UNC13A,TMEM198,PLCH2,RIPPLY2,GPR158,TTC9B,NMNAT2,CHRM4,RPH3A,TUBB3,DISP2,SPIRE2,DPP10,CACNG3,NTSR2,PTPRN2,PDE2A,PRMT8,AP3B2,TMEM145,RELL2,SCG2,HPCA,SEZ6L2,CPLX2,CPLX1,CPLX3,ELAVL2,OPRM1,HCN3,CADPS,MEIS2,GDAP1	147	288	1763	16795	6.68307231936638e-66	6.68307231936638e-66	6.68307231936638e-66
Cluster_1	TF_TG_PROXIMAL_FILTERED_RAD21	0.008325923833788428	1.311926515924183	NDST3,FAM19A2,BCR,PIP5K1C,ATL1,ATN1,MAP3K5,KCNH1,KCNH2,CDKL4,SDCBP2,ARL4D,TRIM46,KCNJ6,SST,CPNE4,ATP6V1G2,RIN1,IGF2,GNAI1,GAD1,TCEA2,PCP4,HOOK2,BHLHE40,DACT3,PTK2B,CRYM,ALCAM,COL23A1,PLK2,NRSN2,TCTN3,ZNF341,GABRA5,PCDHAC1,RAB36,RTN4R,PLXNA2,TMEM132D,BCL6,SLC13A3,GP1BB,NR6A1,EFNB1,PI4KA,MAPK1,LSM11,GRIN2A,GPR61,CTGF,LIX1,ATXN1,LRRC4C,BDNF,EID2B,VPS37D,AHDC1,CNNM2,EPHA4,PTPRU,ENC1,CAMK2N1,PAK6,PLEKHA6,RAMP1,RGS4,NXPH3,HMP19,SPATA2L,JUNB,RNF150,PLCB1,BLCAP,PLCD3,CLSTN2,ADRA1D,SEMA3C,MGAT5B,NECAB2,CDS2,ANKRD6,RHOF,CA11,ACBD4,RADIL,CAMK2D,SSBP2	88	639	1763	16795	0.0435218745857122	0.957481240885669	0.782636840376112
Cluster_1	TF_TG_PROXIMAL_FILTERED_ZNF263	0.014314648373793773	1.4227703663324764	PRKAB2,BCR,PIP5K1C,NR2F1,NR2F2,C9ORF142,ATP6V1G2,EGR1,GIT1,BBS4,HOMER1,RAB36,RTN4R,LHX2,GP1BB,PI4KA,HK1,DBP,PDXK,SNCA,MEF2C,PPARGC1B,PRRT2,SLC9A7,AHDC1,CNNM1,LINGO1,ZDHHC8,HIVEP2,IQSEC2,DIRAS2,PCSK5,NCOA7,CAMKK1,HMP19,PRR7,TBC1D9,GPR162,VSTM2L,GLS2,KLF9,ALDOA,MARK1,SMAD3,MCTP1,RGS14	46	308	1763	16795	0.0633147908840878	1	1
Cluster_2	TF_TG_PROXIMAL_FILTERED_REST	8.671122066231959E-65	4.401205450733753	ZNF23,L1CAM,KCNC2,KCNC3,SMPD3,MMP24,CHST8,KCNB1,KCNH4,KCNH7,GRIA2,HHATL,HTR1A,SNAP25,UNC80,SEZ6L,PCDH8,SYT14,HTR5A,SST,KCNK3,CPNE9,CPNE4,BSN,PEX5L,GIT1,SYP,SYN1,GRIN1,KCNS2,CELSR3,GPRIN1,CACNA1B,SNTG1,SYT5,SYT4,GNAO1,FGF12,GRM1,GRM2,GRM4,GDAP1L1,CA4,ATP6V1B2,CLVS1,HS3ST2,FAM155A,GABRG2,XKR4,GABRB3,NRSN1,SLC17A6,GABRA1,RAB3C,GOLGA7B,SCRT1,MAP3K10,SRRM3,SRRM4,MAPK8IP2,MAPK8IP1,SPTBN4,DNER,PSD,GABRD,LHFPL4,CHRNB2,SHISA7,HRH3,LRP11,VWC2L,SVOP,CADM3,GPR26,ACTL6B,SEZ6,GLRA2,GLRA3,LRRC24,STXBP5L,KIAA0895L,ADCYAP1,OLFM3,CNTNAP2,CELF3,CELF4,CELF6,EID2B,SH2D3C,CNTNAP5,CECR6,SLITRK1,SLC12A5,RESP18,ANK1,CTXN2,PENK,SCN3B,ST8SIA3,TMEM151A,PCSK2,PCSK1,PTPRN,SLC7A14,NPDC1,PPFIA3,RUNDC3A,RTN2,HMP19,CNRIP1,MAST1,CALB1,VGF,INA,CHGA,MAPK11,VIP,STMN3,CHGB,UNC13A,TMEM196,TMEM198,PLCH2,RIPPLY2,GPR158,TTC9B,CHRM4,RPH3A,TUBB3,DISP2,SPIRE2,DPP10,CACNG3,NTSR2,PTPRN2,PDE2A,PRMT8,AP3B2,TMEM145,RELL2,SCG2,HPCA,CPLX2,SEZ6L2,CPLX1,CPLX3,ELAVL2,ELAVL3,OPRM1,HCN3,CADPS,GDAP1	152	288	2014	16795	9.97179037616675e-63	9.97179037616675e-63	9.97179037616675e-63
Cluster_2	TF_TG_PROXIMAL_FILTERED_BRF1	0.003918373848448097	2.9005656059755625	BCR,YPEL1,RAB36,PI4KA,MAPK1,SERPIND1,YDJC,PDE4DIP	8	23	2014	16795	0.0250340551428628	0.450612992571531	0.384000637147913
Cluster_2	TF_TG_PROXIMAL_FILTERED_SETDB1	0.00847929786941744	1.6678252234359483	PRKACB,BCR,SLC7A4,YPEL1,YPEL3,GNAZ,FAM155A,ZNF398,LDHD,ZSCAN18,RAB36,TRANK1,GP1BB,ZDHHC14,PI4KA,MAPK1,PRKAR1B,C22ORF39,PER3,RBM33,SERPIND1,FN3K,YDJC,PDE4DIP,AQP11	25	125	2014	16795	0.0397799971027948	0.975119254983006	0.786952116598767
Cluster_2	TF_TG_PROXIMAL_FILTERED_XRCC4	0.00864782545712931	2.421036614665087	BCR,YPEL1,GNAZ,RAB36,PI4KA,MAPK1,SERPIND1,YDJC,PDE4DIP	9	31	2014	16795	0.0397799971027948	0.994499927569871	0.786952116598767
Cluster_2	TF_TG_PROXIMAL_FILTERED_BRF2	0.01147132336726089	2.4708521828680716	BCR,YPEL1,RAB36,PI4KA,MAPK1,SERPIND1,YDJC,PDE4DIP	8	27	2014	16795	0.0488593402679631	1	1
Cluster_2	TF_TG_PROXIMAL_FILTERED_TRIM28	0.014861649450354848	2.1332648206738876	BCR,YPEL1,FAM155A,RAB36,PI4KA,MAPK1,PRKAR2B,RBM33,YDJC,MAPRE2,PDE4DIP	11	43	2014	16795	0.0593261288832912	1	1
